"cbzj","gg","idCode","jx","pzwh","sccs","scpzrq","ssxkzcyr","ypmc"
"572b6f87afd1cdaa0a04fe89249cf82d","非洛地平缓释片","缓释制剂","5mg","是","国药准字H20030415","1995-09-25",,"阿斯利康制药有限公司"
"8a91490313a004ab4868cbfa44dbbb09","盐酸班布特罗片","片剂","10mg","是","国药准字H19990072","1999-06-22",,"阿斯利康药业(中国)有限公司"
"46ee703a6dc01f461da2a09fa8648858","盐酸地尔硫&#17644;片","片剂","30mg","是","国药准字H12020126","1993-03-19",,"天津田边制药有限公司"
"939d2ecc133bcefed27026a6681318e0","恩替卡韦片","片剂","0.5mg","是","国药准字H20052237","2005-11-15",," 中美上海施贵宝制药有限公司"
"14af55a2fa65874e28c08c9d4a5ef4d5","恩替卡韦片","片剂","1.0mg","是","国药准字H20080798","2008-12-09",," 中美上海施贵宝制药有限公司"
"9fffff19ad78a98e7cd15672e2da6605","左氧氟沙星片","片剂","0.1g","是","国药准字H20000655","2000-11-02",,"第一三共制药(北京)有限公司"
"878d29aed217cd1c85d54f9dfcf3cfba","头孢克洛缓释片（Ⅱ）","缓释制剂","0.375g","是","国药准字H20020571","2002-10-16",,"礼来苏州制药有限公司"
"7ce6df8f0a00c3674939f32985f7289b","盐酸奥洛他定片","片剂","5mg","是","H20170006","2009-07-14","Kyowa Hakko Kirin Co., Ltd.","NIPRO PHARMA CORPORATION KAGAMIISHI PLANT"
"507b62cc29675a48061952c1b719589c","拉莫三嗪片","片剂","25mg","是","H20160626","2010-02-12","The Wellcome Foundation Limited","GlaxoSmithKline Pharmaceuticals S.A."
"dc5e4cc836d069acff107eda143edc81","拉莫三嗪片","片剂","50mg","是","H20160513","1996-07-02","The Wellcome Foundation Limited","GlaxoSmithKline Pharmaceuticals S.A."
"9b008c6dbb6b8e64413fb977a092f12a","米氮平片","片剂","30mg","是","H20140031;H20150540","2001-02-05","N.V. Organon","N.V. Organon"
"ad846f53bee9b3db8543bf1cc2446915","阿奇霉素干混悬剂","口服混悬剂","100mg/5ml","是","H20160584","1994-03-13","Pliva Croatia Ltd.","Pliva Croatia Ltd."
"5894c51d6aa0638c46f0a928b9ccbcd0","阿奇霉素胶囊","胶囊剂","0.25g","是","H20150450","1993-08-13","Pliva Croatia Ltd.","Pliva Croatia Ltd."
"10d42c2d13ba72df587642f8fd257600","阿奇霉素片","片剂"," 125mg","是","H20160246","1994-02-10","Pliva Croatia Ltd.","Pliva Croatia Ltd."
"da582086b6cad2fd3dcc3c4f967472ca","阿奇霉素片","片剂","500mg","是","H20160247","1994-02-10","Pliva Croatia Ltd.","Pliva Croatia Ltd."
"a67dd0de426f14e7bf9767cd3548b206","米格列奈钙片","片剂","10mg","是","H20140876 ","2009-11-06","KISSEI PHARMACEUTICAL CO., LTD.","KISSEI PHARMACEUTICAL CO., LTD. MATSUMOTO PLANT"
"52d7e94ea999af4688c234f739f76673","门冬氨酸钾镁片","片剂","门冬氨酸镁0.140g和门冬氨酸钾0.158g","是","H20130595","1989-03-07","Gedeon Richter Plc.","Gedeon Richter Plc."
"adaddce3bb97de4960ed9369ef9cfc2c","左炔诺孕酮片","片剂","0.75 mg","是","H20140053","2000-04-26","Gedeon Richter Plc.","Gedeon Richter Plc."
"cb991b5d9b7118e29c442bcb74846c2d","左炔诺孕酮片","片剂","1.5 mg","是","H20140728","2009-12-24","Gedeon Richter Plc.","Gedeon Richter Plc."
"b78007cf191dc9f57b405bed8b4b0f6b","消旋卡多曲胶囊","胶囊剂","100mg","是","H20130353","2008-06-30","Laboratoire BIOPROJET Pharma","Laboratoires Sophartex"
"db51a2bb1bce5f16d238fba46b530709","盐酸曲马多胶囊","胶囊剂","50mg","是","H20160417","2001-08-07","Grunenthal GmbH","Farmaceutici Formenti S.p.A."
"2e5b9c56b726f1707ab7cf060ebe62d3","盐酸乐卡地平片","片剂","10mg","是","H20160258;H20160269","2001-11-06","Recordati S.P.A.","Recordati S.P.A."
"3d855bae34206931eeb2e2969f99c2b9","富马酸喹硫平片","片剂","0.2g（按C21H25N3O2S计）","是","国药准字H20184088","2018-06-07",,"阿斯利康制药有限公司"
"36f2db1032e01f3d910d134917b29484","富马酸喹硫平片","片剂","0.3g（按C21H25N3O2S计）","是","国药准字H20184087","2018-06-07",,"阿斯利康制药有限公司"
"a951e7776d00d01a61180cacfe7cf01b","盐酸氟西汀分散片","片剂","20mg","是","H20150510;H20150511;H20150512","2002-09-13","Lilly France","Patheon France"
"faf2ca6b8fc2989eb660ac2b9e4053c2","盐酸氟西汀胶囊","胶囊剂","20mg","是","H20160501;H20160500","1993-10-21","LILLY FRANCE","PATHEON FRANCE"
"25c04ac8350ef4a32367ffba8c808429","利格列汀片","片剂","5mg","是","H20171166;H20171167;H20171168;H20171169","2013-03-26","Boehringer Ingelheim International GmbH","West-Ward Columbus Inc."
"cb5923d6cdaf25faa695d47d90069072","马来酸阿法替尼片","片剂","30mg（按C24H25ClFN5O3计）","是","H20170066;H20170067","2017-02-21","Boehringer Ingelheim International GmbH","Boehringer Ingelheim Pharma GmbH & Co. KG"
"7a5b18c63b17ac8816dcf62559861145","马来酸阿法替尼片","片剂","40mg（按C24H25ClFN5O3计）","是","H20170068;H20170069","2017-02-21","Boehringer Ingelheim International GmbH","Boehringer Ingelheim Pharma GmbH & Co. KG"
"0a11a5bdcb103c171005ff8841656779","替米沙坦氢氯噻嗪片","片剂","每片含替米沙坦80mg,氢氯噻嗪12.5mg","是","H20171206;H20171207;H20171208","2008-12-19"," Boehringer Ingelheim International GmbH","Boehringer Ingelheim Pharma GmBH& Co. KG"
"4adc915772cad433c2eb0542fef98ee5","盐酸普拉克索缓释片","片剂","0.375mg","是","H20140583;H20140584","2014-08-01","Boehringer Ingelheim International GmbH","Boehringer Ingelheim Pharm GmbH & Co. KG"
"2ed65d4cd721d8a06efba89dd3641986","盐酸普拉克索缓释片","片剂","0.75mg","是","H20140579;H20140580","2014-08-01","Boehringer Ingelheim International GmbH","Boehringer Ingelheim Pharm GmbH & Co. KG"
"c889731da412171be323ea33dc7dfc00","盐酸普拉克索片","片剂","0.25mg","是","H20140917","2005-12-30","Boehringer Ingelheim International GmbH","Boehringer Ingelheim Pharm GmbH & Co. KG"
"fca8da7946d1f043878dbe4e24a19856","盐酸普拉克索片","片剂","1.0mg","是","H20140918","2005-12-30","Boehringer Ingelheim International GmbH","Boehringer Ingelheim Pharm GmbH & Co. KG"
"0b23907f6f6a9260000febae78199e58","依卡倍特钠颗粒","颗粒剂","1.0g（以C20H27NaO5S.5H2O计）","是","国药准字H20103124","2010-03-15",,"天津田边制药有限公司"
"8c9b88a62f44542d6f90b0968ab7f297","盐酸二甲双胍缓释片","片剂","0.5g","是","H20170029;H20170030","2003-10-08","Merck Serono Limited","Merck KGaA"
"a25cd47a2f4b546aefa9a1bcfa9a7fb9","左甲状腺素钠片","片剂","50μg(以左甲状腺素钠计)","是","H20140052","1997-07-06","Merck Serono GmbH","Merck KGaA"
"f437e04d8bae7f63b42d2ecacc4e6a27","盐酸米诺环素胶囊","胶囊剂","50mg(按C23H27N3O7计)","是","国药准字H20174080","1994-12-02",,"瀚晖制药有限公司"
"f41b73ba1163a0966c41398b428bdf33","盐酸米诺环素胶囊","胶囊剂","100mg(按C23H27N3O7计)","是","国药准字H20174081","1994-12-02",,"瀚晖制药有限公司"
"a941d23017df025ec84043d9784e9baf","草酸艾司西酞普兰片","片剂","20mg","是","H20140121","2009-04-16","H. Lundbeck A/S","H.Lundbeck A/S"
"f3b161115a75290e492e0a347b02e28c","替勃龙片","片剂","2.5mg","是","H20160575","1990-11-26","N.V.Organon","N.V.Organon"
"8e9471dc62ccc98db209ece7a5ceb5ff","替吉奥胶囊","胶囊剂","20mg","是","H20130811; H20130816","2009-01-09","Taiho Pharmaceutical Co.,Ltd.","Taiho Pharmaceutical Co.,Ltd.Tokushima Plant"
"654c441b5c44942fb56c22b12d261ac4","替吉奥胶囊","胶囊剂","25mg","是","H20130812; H20130817","2009-01-09","Taiho Pharmaceutical Co.,Ltd.","Taiho Pharmaceutical Co.,Ltd.Tokushima Plant"
"3c4bdc727d848f74878e5ba4db6f29f0","替米沙坦片","片剂","40mg","是","H20150134; H20150135","2001-09-06","Boehringer Ingelheim International GmbH","Boehringer Ingelheim Pharma GmbH & Co.KG"
"afc59174d5fb6853a134974750142bb1","替米沙坦片","片剂","80mg","是","H20150137; H20150138","2001-09-06","Boehringer Ingelheim International GmbH","Boehringer Ingelheim Pharma GmbH & Co.KG"
"7966307ee303bc479a1f8b553cf13b71","替莫唑胺胶囊","胶囊剂","20mg","是","H20130602","2007-07-23","Merck Sharp & Dohme Ltd","Orion Corporation"
"5e3a63e802db661ffbec47c38cc73499","替莫唑胺胶囊","胶囊剂","100mg","是","H20130603","2007-07-23","Merck Sharp & Dohme Ltd","Orion Corporation"
"666c196e46c401169fad716341696730","西格列汀二甲双胍片（Ⅰ）","片剂","磷酸西格列汀50mg（以游离碱计）和盐酸二甲双胍500mg","是","H20140774","2012-07-23","MSD Pharma (Singapore) Pte.Ltd","Patheon Puerto Rico, Inc. (Manati)"
"20213889cc86895770803c024c93c19a","西格列汀二甲双胍片（Ⅱ）","片剂","磷酸西格列汀50mg（以游离碱计）和盐酸二甲双胍850mg","是","H20140775","2012-07-23","MSD Pharma (Singapore) Pte.Ltd","Patheon Puerto Rico, Inc. (Manati)"
"552cbd36b32eea8e1af65dd455a55de5","西罗莫司片","片剂","0.5mg","是","H20140706","2014-09-24","Wyeth Pharmaceuticals Inc.","Wyeth Pharmaceuticals Company"
"bc9991fcf48fab2ec26f7fffccafb487","西罗莫司片","片剂","1mg/片","是","H20130697; H20130698","2007-04-03","Pfizer Limited","Pfizer Ireland Pharmaceuticals"
"4e85bc04b59e75f89bd846904b133a24","硝苯地平控释片","片剂","30mg","是","H20130332","1994-11-02","Bayer Pharma AG","Bayer Pharma AG"
"5b4e4875b688ff25014746e482affac2","硝苯地平控释片","片剂","60mg","是","H20130334","1994-11-02","Bayer Pharma AG","Bayer Pharma AG"
"1c48e66fee42f0b0c14bf98948a0f381","硝酸甘油舌下片","片剂","0.6mg","是","H20171217","1994-11-07","Pfizer Inc.","Pfizer Pharmaceuticals LLC"
"8e1e0c145a80fb55009bdf86ce93a508","缬沙坦氢氯噻嗪片","片剂","每片含缬沙坦80mg与氢氯噻嗪12.5mg","是","H20150055","2004-10-21","Novartis Pharma Schweiz AG","Novartis Farma S.p.A.(I)"
"8eab7a099135eb60cebb678adfec6587","辛伐他汀片","片剂 ","20mg","是","H20130146","1992-08-31","Merck Sharp & Dohme B.V.","Merck Sharp & Dohme Limited"
"e1992b2302e3c611c7de15926e0b0606","辛伐他汀片","片剂 ","40mg","是","H20160429","2002-01-25","Merck Sharp & Dohme B.V.","Merck Sharp & Dohme Limited"
"ab8fec5f344df6553fd9f1c021c78b96","熊去氧胆酸胶囊","胶囊剂","250mg","是","H20150365","1994-04-17","Dr. Falk Pharma GmbH","Losan Pharma GmbH"
"6333f41150e5394e83ab6a34411d7891","盐酸氨溴索缓释胶囊","胶囊剂","75mg","是","H20150018; H20150019","2000-10-31","Boehringer Ingelheim Pharma GmbH & Co.KG","Boehringer Ingelheim Pharma GmbH & Co.KG"
"8a3ca97907c5df93f15fb6910b5c01cd","盐酸氨溴索片","片剂 ","30mg","是","H20150082","1991-10-07","Boehringer Ingelheim France","Delpharm Reims"
"5d8489f9c80004fb4d13254f2772195a","盐酸吡格列酮片","片剂","15mg（按吡格列酮计）","是","国药准字 J20140082","2004-02-13","Takeda Pharmaceutical Company Limited","Takeda Pharmaceutical Company Limited,Osaka Plant"
"5a4d762d72643cb695168a8c568aa7e3","盐酸吡格列酮片","片剂","30mg（按吡格列酮计）","是","H20140270","2004-02-13","Takeda Pharmaceutical Company Limited","Takeda Pharmaceutical Company Limited,Osaka Plant"
"c80ad14e18a5ac0bc82809199c07f221","盐酸达泊西汀片","片剂","30mg","是","H20150563","2010-12-10","Berlin-Chemie AG","Menarini - Von Heyden GmbH"
"2a599b7b7bdf979d750d88a8e80088c3","盐酸达泊西汀片","片剂","60mg","是","H20150564","2010-12-10","Berlin-Chemie AG","Menarini - Von Heyden GmbH"
"22e052605811627d2e10ce033594952f","富马酸替诺福韦二吡呋酯片","片剂","300mg","是","国药准字H20153090","2008-06-18",,"葛兰素史克（天津）有限公司"
"794737210d0e1654817f6dc67a67a2e2","利伐沙班片","片剂","10mg","是","H20140132;H20140133","2009-03-31","Bayer AG","Bayer AG"
"2e8e787965b2b884ba77bddacd9c5f45","利伐沙班片","片剂","15mg","是","H20150213;H20150215","2015-04-29","Bayer AG","Bayer AG"
"a67637ea40ee9fb2d68acb3c09a27885","利伐沙班片","片剂","20mg","是","H20150214;H20150216","2015-04-29","Bayer AG","Bayer AG"
"836cb4dbe6962972b14a7030b6aae972","尼莫地平片","片剂","30mg","是","国药准字H20003010","2000-11-02",,"拜耳医药保健有限公司"
"f89d1faf99d4e88ec8b250f003ad855d","盐酸莫西沙星片","片剂","0.4g","是","H20140721;H20140722;H20140723","2002-08-30","Bayer Vital GmbH","Bayer Pharma AG"
"e20e9bd309366a800d3b0cda9f2d9359","戊酸雌二醇片","片剂","1mg","是","H20160679;H20160678","1997-01-29","Jenapharm GmbH & Co. KG","DELPHARM Lille S.A.S."
"fbc01fac96fd70010b5d5002f544cc01","阿卡波糖片","片剂","50mg","是","国药准字H19990205","1999-09-03",,"拜耳医药保健有限公司"
"e8f550569c35f8dde63c8987a04b755a","阿卡波糖片","片剂","0.1g","是","国药准字H20010716","2001-11-05",,"拜耳医药保健有限公司"
"4f4910cb91b57dfd2f89d52d7db0b0ed","头孢克洛干混悬剂","口服混悬剂","0.125g","是","国药准字H10983028","1998-07-06",,"礼来苏州制药有限公司"
"8ccaa89fa18ad332b5d7dbb09c75d5de","头孢克洛胶囊","胶囊剂","0.25g","是","国药准字H10983030","1998-07-06",,"礼来苏州制药有限公司"
"2d75e34d9f40411975135b0749b29bed","盐酸度洛西汀肠溶胶囊","胶囊剂","30mg","是","H20150284;H20150285","2006-07-28","Eli Lilly and Company","LILLY DEL CARIBE, INC."
"09b574f3bc1fdcaaf1b75fd699cbf864","盐酸度洛西汀肠溶胶囊","胶囊剂","60mg","是","H20150286;H20150287","2006-07-28","Eli Lilly and Company","LILLY DEL CARIBE, INC."
"b525d8cfb78c0e49ded97af0308a8915","注射用奥美拉唑钠","注射剂","40mg（以奥美拉唑计）按C17H19N3O3S计,40mg","是","国药准字H20030945","2003-09-18"," ","阿斯利康制药有限公司"
"08f6a544cc434ee070178c4c97cedc05","注射用奥美拉唑钠（静脉滴注）","注射剂","40mg（以奥美拉唑计）按C17H19N3O3S计,40mg","是","国药准字H20033394","2003-04-23"," ","阿斯利康制药有限公司"
"43f024edc065b9269be1d4f42294d963","注射用醋酸地加瑞克","注射剂","80mg（按地加瑞克（C82H103N18O16Cl）计算）","是","H20180054","2018-09-11","Ferring Pharmaceuticals A/S","Ferring GmbH"
"00fabb2e64ae1beae56c5fb1708addcb","注射用醋酸地加瑞克","注射剂","120mg （按地加瑞克（C82H103N18O16Cl）计算）","是","H20180053","2018-09-11","Ferring Pharmaceuticals A/S","Ferring GmbH"
"7c448956ee132c49061cdd40fe9dd3a9","注射用醋酸亮丙瑞林微球","注射剂","1.88mg","是","H20150326;H20150328;H20130658;H20130659","2000-04-26","Takeda Pharmaceutical Company Limited","Takeda Pharmaceutical Company Limited, Osaka Plant;Takeda Pharmaceutical Company Limited, Hikari Plant"
"bd20353d68779d429831718756870606","注射用醋酸亮丙瑞林微球","注射剂","3.75mg","是","H20150327;H20150329;H20130660;H20130661","1992-10-21"," Takeda Pharmaceutical Company Limited","Takeda Pharmaceutical Company Limited, Osaka Plant;Takeda Pharmaceutical Company Limited, Hikari Plant"
"0f3ef23a5343c39fe77574ef1d3b4a00","注射用醋酸亮丙瑞林微球","注射剂","11.25mg","是","H20150229;H20150230","2009-09-02","Takeda Pharmaceutical Company Limited","Takeda Pharmaceutical Company Limited, Hikari Plant"
"24f963d531284445b86a1a41ab83663f","注射用达托霉素","注射剂","0.5g","是","H20181068","2009-09-02"," Cubist Pharmaceuticals, LLC.","OSO Biopharmaceuticals Manufacturing, LLC."
"565545e619faa281155f6ebae534d7d1","注射用多种维生素(12)","注射剂","5ml/支","是","H20181203","1999-10-29","Baxter S.A.","Pierre Fabre Médicament Production"
"0b9ef23b76f973f5daa08c4dd712ea89","注射用更昔洛韦","注射剂","0.5克","是","H20130374","1996-09-11","CHEPLAPHARM Arzneimittel GmbH","BSP Pharmaceuticals S.p.A."
"deaee9169809d8bd4dbf798dd90a57b8","注射用甲泼尼龙琥珀酸钠","注射剂","40mg","是","H20170197","1988-09-01","PFIZER SA","Pfizer Manufacturing Belgium NV"
"95b04d4d602b6ea77e37500faa600391","注射用甲泼尼龙琥珀酸钠","注射剂","500mg","是","H20170199","1988-09-01","PFIZER SA","Pfizer Manufacturing Belgium NV"
"ce927a76d7bf90292a35647343a8067f","注射用米卡芬净钠","注射剂","50mg","是","H20160524","2006-05-12","Astellas Pharma Europe B.V.","Astellas Pharma Tech Co., Ltd. Takaoka Plant"
"a6b1061d00ab161a3001320217acb0ea","注射用替考拉宁","注射剂","200mg","是 ","H20160587;H20160586","2000-12-15","Sanofi S.p.A","Sanofi S.p.A"
"3c33e041f2bd46e16217e02b149f1e11","注射用盐酸美法仑","注射剂","50mg（以C13H18Cl2N2O2计）","是","H20180073","2018-11-30","Spectrum Pharmaceuticals,Inc.","PATHEON MANUFACTURING SERVICES,LLC"
"7d232c7dd78461d181518ffbd5e53e82","左氧氟沙星滴眼液","滴眼剂","5ml:24.4mg","是","H20150278","2004-11-15","Santen Pharmaceutical Co.,Ltd.","Santen Pharmaceutical Co., Ltd. 应该为Santen Pharmaceutical Co., Ltd.Noto Plant"
"abfe40561273e5fe4aa06d417753fba8","阿奇霉素片","片剂","0.25g（25万单位）","是","国药准字H10960167","1996-07-04",,"辉瑞制药有限公司"
"edc48631af6bfec9d1be7c034d606a16","艾塞那肽注射液","注射剂","10μg（0.25mg/ml,2.4ml/支）","是","H20140822","2009-05-08","AstraZeneca AB","Baxter Pharmaceutical Solutions LLC "
"5c74ecb853a03553d0e9f0822b248e77","艾塞那肽注射液","注射剂","5μg（0.25mg/ml,1.2ml/支）","是","H20140821","2009-05-08","AstraZeneca AB","Baxter Pharmaceutical Solutions LLC "
"ebe5fca9ed15a7cb60eda365bc7f9300","白消安注射液","注射剂","10ml:60mg","是","H20170308","2003-12-12","Otsuka Pharmaceutical Co.,Ltd.","Baxter Oncology GmbH"
"7f3c4d011db71c092b4ef6230304fd4b","苯丁酸氮芥片","片剂","2mg","是 ","H20170291","1999-12-30","Aspen Pharmacare Australia Pty Ltd","Excella GmbH & Co.KG"
"ad2cc051dbaba670f0edcfd41d2dde8a","苯甲酸阿格列汀片","片剂","按C18H21N5O2计,25mg","是","H20130548","2013-07-16","Takeda Pharmaceutical Company Limited","Takeda Ireland Limited"
"9f9c74c73e0f8f56a8bfbc646055026d","阿卡波糖片","片剂 ","50mg","是","H20130906","1994-12-09","Bayer Vital GmbH","Bayer Pharma AG"
"369ac7cfeb67c6000c33f85e6f374044","阿卡波糖片","片剂 ","100mg","是","H20130907","1994-12-09","Bayer Vital GmbH","Bayer Pharma AG"
"fc528384dbd9f6691ff56f7e1167b4ad","阿莫西林克拉维酸钾干混悬剂","口服混悬剂","0.2285g（C16H19N3O5S 0.2g与C8H9NO5 0.0285g）","是","H20160011","2004-08-25","SmithKline Beecham Limited","SmithKline Beecham Limited"
"f1b85f03689d513e5cce1c6a3185af25","阿莫西林克拉维酸钾片","片剂","0.625g","是","H20160646","1999-03-12","Beecham Group Plc","SmithKline Beecham Limited"
"2f78f372d351c6851af7431c7710a731","阿莫西林克拉维酸钾片","片剂","1g(7:1)","是","H20160067; H20160068","2000-10-12","Beecham Group Plc","SmithKline Beecham Limited"
"da6efd086c099b7fc949121166f0130c","阿那曲唑片","片剂","1mg","是","H20140691","1998-10-29","AstraZeneca UK Limited","AstraZeneca Pharmaceuticals LP"
"686e3f1c9b668b36f3a41bf56102e92b","阿司匹林肠溶片","片剂","100mg","是","H20160684","2008-05-13","Bayer S.p.A ","Bayer HealthCare Manufacturing S.r.l."
"07edef25f1e7354bfd8490baa0ce056b","阿托伐他汀钙片","片剂","20mg","是","H20170216","2000-05-16","Pfizer Inc.","Pfizer Pharmaceuticals LLC"
"4b5255eb0a84820cef4ca3e8b6bbe20c","阿托伐他汀钙片","片剂","40mg","是","H20170217","2000-05-16","Pfizer Inc.","Pfizer Pharmaceuticals LLC"
"b40868b5e21c038a6aa8b4319d21b07d","阿昔莫司胶囊","胶囊剂","0.25g","是","H20130931","1994-06-03","Pfizer Italia s.r.l","Pfizer Italia s.r.l"
"ba7aed094c29ae31467c0a35463a716e","阿昔替尼片","片剂","1mg","是","H20150219; H20150220","2015-04-29","Pfizer Limited","Pfizer Manufacturing Deutschland GmbH, Betriebsstatte Freiburg"
"3d1afd0f24c91f6f76c2ae086d480947","阿昔替尼片","片剂","5mg","是","H20150221; H20150222","2015-04-29","Pfizer Limited","Pfizer Manufacturing Deutschland GmbH, Betriebsstatte Freiburg"
"0406ac150906843c7fa86a1fedf4ee62","奥氮平口崩片","片剂","5mg","是","H20160529; H20160530","2009-09-29","Eli Lilly Nederland B.V.","Catalent UK Swindon Zydis Ltd."
"6aa4f5f783c7c11b48851d2eecbfe7f1","奥氮平口崩片","片剂","10mg","是","H20160531; H20160532","2009-09-29","Eli Lilly Nederland B.V.","Catalent UK Swindon Zydis Ltd."
"c8d79e513a6df98adf05893281ace198","奥氮平口崩片","片剂","15mg","是","H20160533; H20160534","2009-09-29","Eli Lilly Nederland B.V.","Catalent UK Swindon Zydis Ltd."
"0d287a1b944928aeacbb900cb6f6397b","奥氮平口崩片","片剂","20mg","是","H20160535; H20160536","2009-09-29","Eli Lilly Nederland B.V.","Catalent UK Swindon Zydis Ltd."
"58de668b34f53e8c2526c8dfab699dbf","奥氮平片","片剂","2.5mg","是","H20160498; H20160499","2000-07-24","Eli Lilly Nederland B.V.","Lilly,S.A."
"28a50ba4229862e29ebdf9765b5412ad","奥氮平片","片剂","5mg","是","H20160496; H20160497","1998-10-29","Eli Lilly Nederland B.V.","Lilly,S.A."
"940f6cce8604a8bb54b2ed4a24929c50","奥氮平片","片剂","10mg","是","H20160494; H20160495","1998-10-29","Eli Lilly Nederland B.V.","Lilly,S.A."
"98c86fd000f4db7659f50a23efb2a133","奥利司他胶囊","胶囊剂","0.12g","是","H20171188","2000-10-31","Roche Pharma (Schweiz) Ltd.","Roche SpA"
"2d48c7c9395563e30bec7165371e858b","盐酸多奈哌齐片","片剂","5mg","是","国药准字H20050978","2005-05-27",,"卫材（中国）药业有限公司"
"1845d660d24974219b14f9ae7093bd0c","盐酸多奈哌齐片","片剂","10mg","是","国药准字H20070181","2007-08-14",,"卫材（中国）药业有限公司"
"b49bb8b910a8b6293cc8289d4349db31","氨氯地平阿托伐他汀钙片","片剂","5mg/10mg(以氨氯地平/阿托伐他汀计)","是","H20170229;H20170244;H20170232","2008-04-03","PF Prism CV","Pfizer Manufacturing Deutschland GmbH (Betriebsstatte Freiburg)"
"a4d4a92b7fc84a1396e38ed14475d3f0","氨氯地平阿托伐他汀钙片","片剂","5mg/20mg(以氨氯地平/阿托伐他汀计)","是","H20170230;H20170245;H20170233","2008-04-03"," PF Prism CV","Pfizer Manufacturing Deutschland GmbH (Betriebsstatte Freiburg)"
"690601527d1cce2931beddf942eced00","氨氯地平阿托伐他汀钙片","片剂"," 5mg/40mg(以氨氯地平/阿托伐他汀计)","是","H20170231;H20170246;H20170234","2008-04-03"," PF Prism CV","Pfizer Manufacturing Deutschland GmbH (Betriebsstatte Freiburg)"
"f0dbe45e242e85f294f1170128e99176","苯磺酸氨氯地平片","片剂","5mg","是","国药准字H10950224","1994-04-07",,"辉瑞制药有限公司"
"835586b5294fb5812cb9361dbd6e5443","苯磺酸氨氯地平片","片剂","10mg","是","国药准字H20093660","2009-05-31",,"辉瑞制药有限公司"
"920d3c20fa7438a8d6cf2131d5fd2697","伏立康唑干混悬剂","口服混悬剂","45g：3g","是","H20150129","2006-07-25","Pfizer Limited","Fareva Amboise"
"67604e6172cee6c39f82bb3fcb549265","枸橼酸西地那非片","片剂","25mg","是","国药准字H20020526","2000-02-19",,"辉瑞制药有限公司"
"741d8ec19a795e4656f768d43f097454","枸橼酸西地那非片","片剂","50mg","是","国药准字H20020527","2000-02-19",,"辉瑞制药有限公司"
"79ce1dda3770a5799ffa1765fc9aa5da","枸橼酸西地那非片","片剂","100mg","是","国药准字H20020528","2000-02-19",,"辉瑞制药有限公司"
"fc722ef8de5da81e6fcee89ca34bacc9","甲磺酸多沙唑嗪缓释片","片剂","4mg","是","H20170174;H20170175","2001-06-29","Pfizer Pharma PFE GmbH","Pfizer Pharmaceuticals LLC"
"911bae49dc536eb9a80f3b22d2fa4c91","酒石酸托特罗定缓释胶囊","胶囊剂","2mg","是","H20181074","2008-06-16
","Pfizer Italia s.r.l","Catalent Pharma Solutions, LLC."
"c42efa48251df03cb0a9beb779e146ab","酒石酸托特罗定缓释胶囊","胶囊剂","4mg","是","H20181075","2008-06-16
","Pfizer Italia s.r.l","Catalent Pharma Solutions, LLC."
"dfaa02d6d11b2323bd731d8e95e6377a","克唑替尼胶囊","胶囊剂","250mg","是","H20171009;H20171013;H20171014","2013-01-22","Pfizer Ltd.","Pfizer Manufacturing Deutschland GmbH, Betriebsstatte Freiburg"
"06264b2836d41581ef0e27becdca772e","克唑替尼胶囊","胶囊剂","200mg","是","H20171008;H20171011;H20171012","2013-01-22","Pfizer Ltd.","Pfizer Manufacturing Deutschland GmbH, Betriebsstatte Freiburg"
"aa0c049c067a740142af73ec0b856ee0","奥卡西平片","片剂","0.3g","是","H20171032;H20171033","1997-12-05","Novartis Pharma Schweiz AG","Novartis Farma S.p.A.
"
"17eb87d9d8309a05bce09dfd44ac2066","奥卡西平片","片剂","0.15g","是","H20171030;H20171031","2003-06-20","Novartis Pharma Schweiz AG","Novartis Farma S.p.A.
"
"be0cbfc01328a6ce252fea3e91affe1e","氟伐他汀钠缓释片","片剂","80mg","是","国药准字H20090179","2009-04-09",,"北京诺华制药有限公司"
"a38135dfe72524a15d357e060f2b82d4","替比夫定片","片剂","600mg","是","国药准字H20070028","2007-02-14",,"北京诺华制药有限公司"
"8976c9728a72c91f4bb8cd58df0c0b6d","维格列汀片","片剂","50mg","是","
H20170023;H20170028;H20181103
","2011-08-15","Novartis Europharm Ltd.","Novartis Farmaceutica S.A.
"
"9bb784f8684f531723ee0a3abb95280e","盐酸贝那普利片","片剂","5mg","是","国药准字H20000292","2000-04-20",,"北京诺华制药有限公司"
"44d35f27b5843eb236343e6d2073867c","盐酸贝那普利片","片剂","10mg","是","国药准字H20030514","1999-04-21",,"北京诺华制药有限公司"
"fd093b6ea252c55ff5cc7da15071f0b6","伏格列波糖片","片剂","0.2mg","是","国药准字H20010308","2001-04-10",,"天津武田药品有限公司"
"5051d98353330d467e4d5681a1d0903b","伏格列波糖片","片剂","0.3mg","是","国药准字H20163151","2016-05-05",,"天津武田药品有限公司"
"6a4f124c09eea8f66d3eaf642896955f","兰索拉唑肠溶胶囊","胶囊剂","30mg","是","国药准字H10980035","1996-12-06",,"天津武田药品有限公司"
"4480e351afa8065f194a4985c0103c1c","复方甘草酸苷片","片剂",,"是","H20171325;H20171326","1996-11-02","Minophagen Pharmaceutical Co., Ltd.","Akiyama Jozai Co., Ltd"
